"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Schwarzenberg LU","91,2 Prozent der Stimmbürgerinnen und Stimmbürger von Schwarzenberg sagen Nein zur Umweltverantwortungsinitiative. Schwarzenberg hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Schwarzenberg (LU)","Les habitants de Schwarzenberg s'opposent à l'initiative sur la responsabilité environnementale avec 91,2 pour cent de non. Schwarzenberg a rejeté l'initiative, contrairement à son canton.","Schwarzenberg (LU)","Gli abitanti di Schwarzenberg hanno respinto l'iniziativa per la resposanbilità ambientale con il 91,2 per cento di ""no"". Schwarzenberg ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Udligenswil LU","56,3 Prozent der Stimmbürgerinnen und Stimmbürger von Udligenswil sagen Nein zur Umweltverantwortungsinitiative. Udligenswil hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Udligenswil (LU)","Les habitants d'Udligenswil s'opposent à l'initiative sur la responsabilité environnementale avec 56,3 pour cent de non. Udligenswil a rejeté l'initiative, contrairement à son canton.","Udligenswil (LU)","Gli abitanti di Udligenswil hanno respinto l'iniziativa per la resposanbilità ambientale con il 56,3 per cento di ""no"". Udligenswil ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Vitznau LU","In Vitznau hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 57,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Vitznau hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Vitznau (LU)","Les habitants de Vitznau rejettent l'initiative sur la responsabilité environnementale avec 57,4 pour cent de non. Vitznau a rejeté l'initiative, contrairement à son canton.","Vitznau (LU)","I cittadini di Vitznau hanno respinto l'iniziativa per la resposanbilità ambientale con il 57,4 per cento di voti contrari. Vitznau ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Weggis LU","58,2 Prozent der Stimmbürgerinnen und Stimmbürger von Weggis haben die Umweltverantwortungsinitiative angenommen. Weggis hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Weggis (LU)","Les électeurs de Weggis valident l'initiative sur la responsabilité environnementale avec 58,2 pour cent des voix. Weggis a approuvé l'initiative, tout comme son canton.","Weggis (LU)","Gli elettori di Weggis si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 58,2 per cento di ""sì"". Weggis ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Beromünster LU","Ja zur Umweltverantwortungsinitiative in Beromünster: Mit 74,7 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Beromünster hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Beromünster (LU)","Les habitants de Beromünster approuvent l'initiative sur la responsabilité environnementale avec 74,7 pour cent des voix. Beromünster a approuvé l'initiative, tout comme son canton.","Beromünster (LU)","Gli abitanti di Beromünster hanno accolto l'iniziativa per la resposanbilità ambientale con il 74,7 per cento di ""sì"". Beromünster ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Büron LU","74,6 Prozent der Abstimmenden in der Gemeinde Büron haben Ja gesagt zur Umweltverantwortungsinitiative. Büron hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Büron (LU)","C'est oui à 74,6 pour cent à l'initiative sur la responsabilité environnementale à Büron. Büron a approuvé l'initiative, tout comme son canton.","Büron (LU)","Il 74,6 per cento degli elettori di Büron ha accolto l'iniziativa per la resposanbilità ambientale. Büron ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Buttisholz LU","In Buttisholz hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 80,7 Prozent der abgegebenen Stimmzettel stand ein Nein. Buttisholz hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Buttisholz (LU)","Les habitants de Buttisholz rejettent l'initiative sur la responsabilité environnementale avec 80,7 pour cent de non. Buttisholz a rejeté l'initiative, contrairement à son canton.","Buttisholz (LU)","I cittadini di Buttisholz hanno respinto l'iniziativa per la resposanbilità ambientale con il 80,7 per cento di voti contrari. Buttisholz ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Eich LU","Die Gemeinde Eich hat der Umweltverantwortungsinitiative mit dem zweithöchsten Ja-Anteil in der ganzen Schweiz zugestimmt: 99,8 Prozent befürworteten die Vorlage. Eich hat damit bei dieser Vorlage den höchsten Ja-Anteil im Kanton Luzern.","Eich (LU)","Eich se classe au deuxième rang des plus fortes approbations de l'initiative sur la responsabilité environnementale. Ses citoyens disent oui à 99,8 pour cent. Le plus fort pourcentage de oui du canton de Lucerne a été obtenu à Eich.","Eich (LU)","Eich si è posizionato secondo nella graduatoria dei comuni in cui l'iniziativa per la resposanbilità ambientale è stata accolta maggiormente. È stato votato con il 99,8 per cento di voti a favore. Il maggior numero di ""sì"" nel canton Lucerna è stato ottenuto a Eich."
"Geuensee LU","66,1 Prozent der Abstimmenden in der Gemeinde Geuensee haben Ja gesagt zur Umweltverantwortungsinitiative. Geuensee hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Geuensee (LU)","C'est oui à 66,1 pour cent à l'initiative sur la responsabilité environnementale à Geuensee. Geuensee a approuvé l'initiative, tout comme son canton.","Geuensee (LU)","Il 66,1 per cento degli elettori di Geuensee ha accolto l'iniziativa per la resposanbilità ambientale. Geuensee ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Grosswangen LU","Nein zur Umweltverantwortungsinitiative in Grosswangen: Mit 3'105 Nein- zu 2'901 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 51,7 Prozent. Grosswangen hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Grosswangen (LU)","L'initiative sur la responsabilité environnementale échoue à Grosswangen avec 51,7 pour cent des suffrages. Grosswangen a rejeté l'initiative, contrairement à son canton.","Grosswangen (LU)","Gli elettori di Grosswangen si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 51,7 per cento di voti contrari. Grosswangen ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Hildisrieden LU","58,9 Prozent der Abstimmenden in der Gemeinde Hildisrieden haben Ja gesagt zur Umweltverantwortungsinitiative. Hildisrieden hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Hildisrieden (LU)","C'est oui à 58,9 pour cent à l'initiative sur la responsabilité environnementale à Hildisrieden. Hildisrieden a approuvé l'initiative, tout comme son canton.","Hildisrieden (LU)","Il 58,9 per cento degli elettori di Hildisrieden ha accolto l'iniziativa per la resposanbilità ambientale. Hildisrieden ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Knutwil LU","Ja zur Umweltverantwortungsinitiative in Knutwil. Die Gemeinde hat das Volksbegehren mit 95,6 Prozent der Stimmen angenommen. Knutwil hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Knutwil (LU)","L'initiative sur la responsabilité environnementale passe la rampe à Knutwil avec 95,6 pour cent de oui. Knutwil a approuvé l'initiative, tout comme son canton.","Knutwil (LU)","L'iniziativa per la resposanbilità ambientale è stata accolta a Knutwil, dove ha riscosso il 95,6 per cento di voti a favore. Knutwil ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Mauensee LU","In Mauensee hat die Stimmbevölkerung der Umweltverantwortungsinitiative zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 67,4 Prozent angenommen. Mauensee hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Mauensee (LU)","À Mauensee, les habitants sont favorables à l'initiative sur la responsabilité environnementale avec 67,4 pour cent des suffrages. Mauensee a approuvé l'initiative, tout comme son canton.","Mauensee (LU)","A Mauensee gli abitanti hanno accolto l'iniziativa per la resposanbilità ambientale con il 67,4 per cento di ""sì"". Mauensee ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Neuenkirch LU","76 Prozent der Stimmbürgerinnen und Stimmbürger von Neuenkirch sagen Nein zur Umweltverantwortungsinitiative. Neuenkirch hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Neuenkirch (LU)","Les habitants de Neuenkirch s'opposent à l'initiative sur la responsabilité environnementale avec 76 pour cent de non. Neuenkirch a rejeté l'initiative, contrairement à son canton.","Neuenkirch (LU)","Gli abitanti di Neuenkirch hanno respinto l'iniziativa per la resposanbilità ambientale con il 76 per cento di ""no"". Neuenkirch ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Nottwil LU","50,9 Prozent der Stimmbürgerinnen und Stimmbürger von Nottwil haben die Umweltverantwortungsinitiative angenommen. Nottwil hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Nottwil (LU)","Les électeurs de Nottwil valident l'initiative sur la responsabilité environnementale avec 50,9 pour cent des voix. Nottwil a approuvé l'initiative, tout comme son canton.","Nottwil (LU)","Gli elettori di Nottwil si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 50,9 per cento di ""sì"". Nottwil ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Oberkirch LU","Oberkirch hat die Umweltverantwortungsinitiative mit 53,8 Prozent abgelehnt. Oberkirch hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Oberkirch (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Oberkirch avec 53,8 pour cent de non. Oberkirch a rejeté l'initiative, contrairement à son canton.","Oberkirch (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Oberkirch, dove ha riscosso il 53,8 per cento di ""no"". Oberkirch ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Rickenbach LU","61,3 Prozent der Stimmbürgerinnen und Stimmbürger von Rickenbach LU haben die Umweltverantwortungsinitiative angenommen. Rickenbach LU hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Rickenbach (LU)","Les électeurs de Rickenbach (LU) valident l'initiative sur la responsabilité environnementale avec 61,3 pour cent des voix. Rickenbach (LU) a approuvé l'initiative, tout comme son canton.","Rickenbach (LU)","Gli elettori di Rickenbach LU si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 61,3 per cento di ""sì"". Rickenbach LU ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Ruswil LU","Ruswil hat die Umweltverantwortungsinitiative mit 65,8 Prozent abgelehnt. Ruswil hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Ruswil (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Ruswil avec 65,8 pour cent de non. Ruswil a rejeté l'initiative, contrairement à son canton.","Ruswil (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Ruswil, dove ha riscosso il 65,8 per cento di ""no"". Ruswil ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Schenkon LU","Schenkon hat die Umweltverantwortungsinitiative mit 64,3 Prozent abgelehnt. Schenkon hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Schenkon (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Schenkon avec 64,3 pour cent de non. Schenkon a rejeté l'initiative, contrairement à son canton.","Schenkon (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Schenkon, dove ha riscosso il 64,3 per cento di ""no"". Schenkon ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Schlierbach LU","In Schlierbach hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 86,1 Prozent verworfen. Schlierbach hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Schlierbach (LU)","À Schlierbach, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 86,1 pour cent des voix. Schlierbach a rejeté l'initiative, contrairement à son canton.","Schlierbach (LU)","A Schlierbach gli abitanti si sono opposti al potenziamento delle strade nazionali con il 86,1 per cento di voti a sfavore. Schlierbach ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Sempach LU","50,8 Prozent der Stimmbürgerinnen und Stimmbürger von Sempach sagen Nein zur Umweltverantwortungsinitiative. Sempach hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Sempach (LU)","Les habitants de Sempach s'opposent à l'initiative sur la responsabilité environnementale avec 50,8 pour cent de non. Sempach a rejeté l'initiative, contrairement à son canton.","Sempach (LU)","Gli abitanti di Sempach hanno respinto l'iniziativa per la resposanbilità ambientale con il 50,8 per cento di ""no"". Sempach ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Sursee LU","60,1 Prozent der Stimmbürgerinnen und Stimmbürger von Sursee sagen Nein zur Umweltverantwortungsinitiative. Sursee hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Sursee (LU)","Les habitants de Sursee s'opposent à l'initiative sur la responsabilité environnementale avec 60,1 pour cent de non. Sursee a rejeté l'initiative, contrairement à son canton.","Sursee (LU)","Gli abitanti di Sursee hanno respinto l'iniziativa per la resposanbilità ambientale con il 60,1 per cento di ""no"". Sursee ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Triengen LU","57,7 Prozent der Stimmbürgerinnen und Stimmbürger von Triengen haben die Umweltverantwortungsinitiative angenommen. Triengen hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Triengen (LU)","Les électeurs de Triengen valident l'initiative sur la responsabilité environnementale avec 57,7 pour cent des voix. Triengen a approuvé l'initiative, tout comme son canton.","Triengen (LU)","Gli elettori di Triengen si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 57,7 per cento di ""sì"". Triengen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Wolhusen LU","Wolhusen hat die Umweltverantwortungsinitiative mit 70,8 Prozent abgelehnt. Wolhusen hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Wolhusen (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Wolhusen avec 70,8 pour cent de non. Wolhusen a rejeté l'initiative, contrairement à son canton.","Wolhusen (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Wolhusen, dove ha riscosso il 70,8 per cento di ""no"". Wolhusen ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Alberswil LU","In Alberswil hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 81,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Alberswil hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Alberswil (LU)","Les habitants d'Alberswil rejettent l'initiative sur la responsabilité environnementale avec 81,8 pour cent de non. Alberswil a rejeté l'initiative, contrairement à son canton.","Alberswil (LU)","I cittadini di Alberswil hanno respinto l'iniziativa per la resposanbilità ambientale con il 81,8 per cento di voti contrari. Alberswil ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Altbüron LU","Ja zur Umweltverantwortungsinitiative in Altbüron: Mit 61,4 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Altbüron hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Altbüron (LU)","Les habitants d'Altbüron approuvent l'initiative sur la responsabilité environnementale avec 61,4 pour cent des voix. Altbüron a approuvé l'initiative, tout comme son canton.","Altbüron (LU)","Gli abitanti di Altbüron hanno accolto l'iniziativa per la resposanbilità ambientale con il 61,4 per cento di ""sì"". Altbüron ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Altishofen LU","Altishofen hat die Umweltverantwortungsinitiative mit 84,7 Prozent abgelehnt. Altishofen hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Altishofen (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Altishofen avec 84,7 pour cent de non. Altishofen a rejeté l'initiative, contrairement à son canton.","Altishofen (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Altishofen, dove ha riscosso il 84,7 per cento di ""no"". Altishofen ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Dagmersellen LU","Nein zur Umweltverantwortungsinitiative in Dagmersellen: Mit 7'201 Nein- zu 5'321 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 57,5 Prozent. Dagmersellen hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Dagmersellen (LU)","L'initiative sur la responsabilité environnementale échoue à Dagmersellen avec 57,5 pour cent des suffrages. Dagmersellen a rejeté l'initiative, contrairement à son canton.","Dagmersellen (LU)","Gli elettori di Dagmersellen si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 57,5 per cento di voti contrari. Dagmersellen ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Egolzwil LU","Ja zur Umweltverantwortungsinitiative in Egolzwil: Mit 51,5 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Egolzwil hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Egolzwil (LU)","Les habitants d'Egolzwil approuvent l'initiative sur la responsabilité environnementale avec 51,5 pour cent des voix. Egolzwil a approuvé l'initiative, tout comme son canton.","Egolzwil (LU)","Gli abitanti di Egolzwil hanno accolto l'iniziativa per la resposanbilità ambientale con il 51,5 per cento di ""sì"". Egolzwil ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Ettiswil LU","68,4 Prozent der Abstimmenden in der Gemeinde Ettiswil haben Ja gesagt zur Umweltverantwortungsinitiative. Ettiswil hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Ettiswil (LU)","C'est oui à 68,4 pour cent à l'initiative sur la responsabilité environnementale à Ettiswil. Ettiswil a approuvé l'initiative, tout comme son canton.","Ettiswil (LU)","Il 68,4 per cento degli elettori di Ettiswil ha accolto l'iniziativa per la resposanbilità ambientale. Ettiswil ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Fischbach LU","Ja zur Umweltverantwortungsinitiative in Fischbach. Die Gemeinde hat das Volksbegehren mit 56,5 Prozent der Stimmen angenommen. Fischbach hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Fischbach (LU)","L'initiative sur la responsabilité environnementale passe la rampe à Fischbach avec 56,5 pour cent de oui. Fischbach a approuvé l'initiative, tout comme son canton.","Fischbach (LU)","L'iniziativa per la resposanbilità ambientale è stata accolta a Fischbach, dove ha riscosso il 56,5 per cento di voti a favore. Fischbach ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Grossdietwil LU","Ja zur Umweltverantwortungsinitiative in Grossdietwil: Mit 71,7 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Grossdietwil hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Grossdietwil (LU)","Les habitants de Grossdietwil approuvent l'initiative sur la responsabilité environnementale avec 71,7 pour cent des voix. Grossdietwil a approuvé l'initiative, tout comme son canton.","Grossdietwil (LU)","Gli abitanti di Grossdietwil hanno accolto l'iniziativa per la resposanbilità ambientale con il 71,7 per cento di ""sì"". Grossdietwil ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Hergiswil bei Willisau LU","83,5 Prozent der Abstimmenden in der Gemeinde Hergiswil bei Willisau haben Ja gesagt zur Umweltverantwortungsinitiative. Hergiswil bei Willisau hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Hergiswil bei Willisau (LU)","C'est oui à 83,5 pour cent à l'initiative sur la responsabilité environnementale à Hergiswil bei Willisau. Hergiswil bei Willisau a approuvé l'initiative, tout comme son canton.","Hergiswil bei Willisau (LU)","Il 83,5 per cento degli elettori di Hergiswil bei Willisau ha accolto l'iniziativa per la resposanbilità ambientale. Hergiswil bei Willisau ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Luthern LU","Keine Mehrheit für die Umweltverantwortungsinitiative in Luthern: Mit 9'938 Nein-Stimmen zu 6'976 Ja-Stimmen oder 58,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Luthern hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Luthern (LU)","C'est non à 58,8 pour cent à l'initiative sur la responsabilité environnementale à Luthern. Luthern a rejeté l'initiative, contrairement à son canton.","Luthern (LU)","Il 58,8 per cento degli elettori di Luthern ha respinto l'iniziativa per la resposanbilità ambientale. Luthern ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Menznau LU","68,3 Prozent der Abstimmenden in der Gemeinde Menznau haben Ja gesagt zur Umweltverantwortungsinitiative. Menznau hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Menznau (LU)","C'est oui à 68,3 pour cent à l'initiative sur la responsabilité environnementale à Menznau. Menznau a approuvé l'initiative, tout comme son canton.","Menznau (LU)","Il 68,3 per cento degli elettori di Menznau ha accolto l'iniziativa per la resposanbilità ambientale. Menznau ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Nebikon LU","In Nebikon hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 64,9 Prozent der abgegebenen Stimmzettel stand ein Nein. Nebikon hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Nebikon (LU)","Les habitants de Nebikon rejettent l'initiative sur la responsabilité environnementale avec 64,9 pour cent de non. Nebikon a rejeté l'initiative, contrairement à son canton.","Nebikon (LU)","I cittadini di Nebikon hanno respinto l'iniziativa per la resposanbilità ambientale con il 64,9 per cento di voti contrari. Nebikon ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Pfaffnau LU","Die Gemeinde Pfaffnau hat die Umweltverantwortungsinitiative mit 53 Prozent Ja-Stimmen angenommen. Pfaffnau hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Pfaffnau (LU)","Les habitants de Pfaffnau acceptent l'initiative sur la responsabilité environnementale avec 53 pour cent de oui. Pfaffnau a approuvé l'initiative, tout comme son canton.","Pfaffnau (LU)","I cittadini di Pfaffnau hanno accolto l'iniziativa per la resposanbilità ambientale con il 53 per cento di voti a favore. Pfaffnau ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Reiden LU","Die Stimmbevölkerung von Reiden hat die Umweltverantwortungsinitiative mit 52,9 Prozent angenommen. Reiden hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Reiden (LU)","À Reiden, les habitants disent oui à 52,9 pour cent à l'initiative sur la responsabilité environnementale. Reiden a approuvé l'initiative, tout comme son canton.","Reiden (LU)","Nel comune di Reiden, i cittadini hanno accolto l'iniziativa per la resposanbilità ambientale con il 52,9 per cento di voti favorevoli. Reiden ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Roggliswil LU","Nein zur Umweltverantwortungsinitiative in Roggliswil. Die Gemeinde hat die Vorlage mit 96,2 Prozent abgelehnt. Roggliswil hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Luzern.","Roggliswil (LU)","À Roggliswil, les habitants disent non à 96,2 pour cent à l'initiative sur la responsabilité environnementale. Le plus fort pourcentage de non du canton de Lucerne a été obtenu à Roggliswil.","Roggliswil (LU)","Nel comune di Roggliswil, i cittadini hanno respinto l'iniziativa per la resposanbilità ambientale con il 96,2 per cento di voti contrari. Il maggior numero di ""no"" nel canton Lucerna è stato ottenuto a Roggliswil."
"Schötz LU","In Schötz hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 69,5 Prozent verworfen. Schötz hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Schötz (LU)","À Schötz, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 69,5 pour cent des voix. Schötz a rejeté l'initiative, contrairement à son canton.","Schötz (LU)","A Schötz gli abitanti si sono opposti al potenziamento delle strade nazionali con il 69,5 per cento di voti a sfavore. Schötz ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Ufhusen LU","In Ufhusen hat die Stimmbevölkerung der Umweltverantwortungsinitiative zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 57,3 Prozent angenommen. Ufhusen hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Ufhusen (LU)","À Ufhusen, les habitants sont favorables à l'initiative sur la responsabilité environnementale avec 57,3 pour cent des suffrages. Ufhusen a approuvé l'initiative, tout comme son canton.","Ufhusen (LU)","A Ufhusen gli abitanti hanno accolto l'iniziativa per la resposanbilità ambientale con il 57,3 per cento di ""sì"". Ufhusen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Wauwil LU","52 Prozent der Stimmbürgerinnen und Stimmbürger von Wauwil haben die Umweltverantwortungsinitiative angenommen. Wauwil hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Wauwil (LU)","Les électeurs de Wauwil valident l'initiative sur la responsabilité environnementale avec 52 pour cent des voix. Wauwil a approuvé l'initiative, tout comme son canton.","Wauwil (LU)","Gli elettori di Wauwil si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 52 per cento di ""sì"". Wauwil ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Wikon LU","93,5 Prozent der Stimmbürgerinnen und Stimmbürger von Wikon haben die Umweltverantwortungsinitiative angenommen. Wikon hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Wikon (LU)","Les électeurs de Wikon valident l'initiative sur la responsabilité environnementale avec 93,5 pour cent des voix. Wikon a approuvé l'initiative, tout comme son canton.","Wikon (LU)","Gli elettori di Wikon si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 93,5 per cento di ""sì"". Wikon ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Zell LU","Zell LU hat die Umweltverantwortungsinitiative mit 67,5 Prozent abgelehnt. Zell LU hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","Zell (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Zell (LU) avec 67,5 pour cent de non. Zell (LU) a rejeté l'initiative, contrairement à son canton.","Zell (LU) (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Zell LU, dove ha riscosso il 67,5 per cento di ""no"". Zell LU ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Willisau LU","69,6 Prozent der Abstimmenden in der Gemeinde Willisau haben Ja gesagt zur Umweltverantwortungsinitiative. Willisau hat damit gleich wie der Kanton Luzern Ja gesagt zu dieser Vorlage.","Willisau (LU)","C'est oui à 69,6 pour cent à l'initiative sur la responsabilité environnementale à Willisau. Willisau a approuvé l'initiative, tout comme son canton.","Willisau (LU)","Il 69,6 per cento degli elettori di Willisau ha accolto l'iniziativa per la resposanbilità ambientale. Willisau ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Altdorf UR","Nein zur Umweltverantwortungsinitiative in Altdorf UR: Mit 7'221 Nein- zu 4'910 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 59,5 Prozent. Altdorf UR hat damit gleich wie der Kanton Uri Nein gesagt zu dieser Vorlage.","Altdorf (UR)","L'initiative sur la responsabilité environnementale échoue à Altdorf (UR) avec 59,5 pour cent des suffrages. Altdorf (UR) a rejeté l'initiative, tout comme son canton.","Altdorf (UR)","Gli elettori di Altdorf UR si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 59,5 per cento di voti contrari. Altdorf UR ha respinto il testo, risultato che si è confermato anche a livello cantonale."
